timestamp,reflectivity_max,reflectivity_mean,brightness_temp_min,motion_vector_x,motion_vector_y,temperature,dew_point,pressure,wind_speed,wind_gust,wind_direction,visibility,rain,last_updated_epoch,temperature_celsius,temperature_fahrenheit,wind_mph,wind_kph,wind_degree,wind_direction_weather,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feels_like_celsius,feels_like_fahrenheit,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,last_updated_epoch_air,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,last_updated_epoch_loc,country,location_name,region,latitude,longitude,timezone,last_updated
2023-08-26 02:00:00,,,,,,,,,,,,,,1693015200.0,26.2,79.1,8.1,13.0,259.0,W,1007.0,29.73,0.2,0.01,82.0,88.0,29.0,84.2,9.0,5.0,1.0,13.0,20.8,1693015200.0,507.4,12.9,11.5,1.8,15.9,20.7,2.0,2.0,1693015200.0,India,Thiruvarur,Tamil Nadu,10.77,79.65,Asia/Kolkata,2023-09-25 03:45:00
2023-08-26 02:05:00,,,,,,,,,,,,,,1693015500.0,25.2,77.3,2.2,3.6,300.0,WNW,1006.0,29.7,0.0,0.0,72.0,14.0,26.9,80.4,10.0,6.0,1.0,2.8,4.5,1693015500.0,1215.0,0.1,14.4,1.8,98.1,117.2,4.0,10.0,1693015500.0,India,Jind,Haryana,29.32,76.32,Asia/Kolkata,2023-09-26 03:45:00
2023-08-26 02:10:00,,,,,,,,,,,,,,1693015800.0,25.0,77.0,3.8,6.1,70.0,ENE,1006.0,29.71,0.0,0.0,89.0,25.0,26.9,80.3,5.0,3.0,1.0,4.7,7.5,1693015800.0,707.6,22.7,12.0,6.4,30.0,37.9,2.0,3.0,1693015800.0,India,Unnao,Uttar Pradesh,26.53,80.5,Asia/Kolkata,2023-09-26 03:45:00
2023-08-26 02:15:00,,,,,,,,,,,,,,1693016100.0,22.4,72.2,2.2,3.6,178.0,S,1007.0,29.73,0.9,0.04,98.0,53.0,24.9,76.8,10.0,6.0,1.0,4.5,7.3,1693016100.0,227.0,0.8,0.9,0.1,7.2,8.9,1.0,1.0,1693016100.0,India,Kohima,Nagaland,25.67,94.12,Asia/Kolkata,2023-09-27 03:30:00
2023-08-26 02:20:00,,,,,,,,,,,,,,1693016400.0,26.5,79.8,5.4,8.6,220.0,SW,1005.0,29.68,0.0,0.0,89.0,39.0,30.5,86.9,10.0,6.0,1.0,9.3,15.0,1693016400.0,494.0,8.2,7.7,2.4,14.4,30.5,1.0,2.0,1693016400.0,India,Biswanath,West Bengal,22.04,88.05,Asia/Kolkata,2023-09-27 03:45:00
2023-08-26 02:25:00,,,,,,,,,,,,,,1693016700.0,25.0,77.0,11.9,19.1,220.0,SW,1009.0,29.8,0.0,0.0,89.0,50.0,28.3,82.9,4.0,2.0,1.0,14.0,22.5,1693016700.0,357.2,11.8,7.9,4.1,9.9,11.9,1.0,1.0,1693016700.0,India,Palakkad,Kerala,10.77,76.65,Asia/Kolkata,2023-09-28 03:30:00
2023-08-26 02:30:00,,,,,,,,,,,,,,1693017000.0,25.3,77.6,2.2,3.6,23.0,NNE,1006.0,29.69,0.0,0.0,49.0,21.0,26.0,78.9,10.0,6.0,1.0,3.8,6.0,1693017000.0,614.2,27.2,7.2,1.5,106.0,152.5,4.0,10.0,1693017000.0,India,Gwalior,Madhya Pradesh,26.22,78.18,Asia/Kolkata,2023-09-29 04:00:00
2023-08-26 02:35:00,,,,,,,,,,,,,,1693017300.0,19.5,67.0,10.5,16.9,234.0,SW,1009.0,29.8,0.0,0.0,91.0,79.0,19.5,67.0,10.0,6.0,1.0,14.5,23.3,1693017300.0,240.3,18.8,1.5,0.1,0.6,0.9,1.0,1.0,1693017300.0,India,Hassan,Karnataka,13.0,76.1,Asia/Kolkata,2023-09-29 04:15:00
2023-08-26 02:40:00,,,,,,,,,,,,,,1693017600.0,27.3,81.1,7.4,11.9,276.0,W,1006.0,29.7,0.0,0.0,71.0,19.0,29.8,85.6,10.0,6.0,1.0,11.6,18.7,1693017600.0,300.4,18.2,6.3,3.6,40.9,77.0,3.0,4.0,1693017600.0,India,Rajkot,Gujarat,22.3,70.78,Asia/Kolkata,2023-09-30 03:15:00
2023-08-26 02:45:00,,,,,,,,,,,,,,1693017900.0,20.6,69.1,2.2,3.6,311.0,NW,1005.0,29.69,0.02,0.0,95.0,86.0,20.6,69.1,2.0,1.0,1.0,4.7,7.6,1693017900.0,507.4,22.2,4.6,0.5,55.0,56.6,3.0,7.0,1693017900.0,India,Rayagada,Orissa,19.17,83.42,Asia/Kolkata,2023-09-30 03:15:00
2023-08-26 02:50:00,,,,,,,,,,,,,,1693018200.0,25.5,77.9,2.5,4.0,122.0,ESE,1003.0,29.63,0.07,0.0,86.0,73.0,28.2,82.8,10.0,6.0,1.0,4.3,6.8,1693018200.0,567.4,38.3,3.0,0.7,21.3,22.4,2.0,2.0,1693018200.0,India,Araria,Bihar,26.15,87.52,Asia/Kolkata,2023-10-01 03:45:00
2023-08-26 02:55:00,,,,,,,,,,,,,,1693018500.0,25.0,77.0,2.2,3.6,10.0,N,1007.0,29.74,0.0,0.0,83.0,0.0,25.1,77.2,2.2,1.0,1.0,11.7,18.9,1693018500.0,948.0,27.2,11.5,1.8,128.4,153.9,4.0,10.0,1693018500.0,India,Baghpat,Uttar Pradesh,28.95,77.22,Asia/Kolkata,2023-10-01 04:00:00
2023-08-26 03:00:00,,,,,,,,,,,,,,1693018800.0,25.0,77.1,2.2,3.6,15.0,NNE,1005.0,29.69,0.52,0.02,98.0,100.0,28.6,83.4,10.0,6.0,1.0,2.7,4.4,1693018800.0,380.5,19.1,3.1,0.6,5.9,6.7,1.0,1.0,1693018800.0,India,Karimganj,Assam,24.87,92.35,Asia/Dhaka,2023-10-02 03:45:00
2023-08-26 03:05:00,,,,,,,,,,,,,,1693019100.0,24.7,76.4,6.5,10.4,88.0,E,1003.0,29.62,0.17,0.01,92.0,100.0,27.4,81.3,10.0,6.0,1.0,10.3,16.6,1693019100.0,1054.8,8.5,21.4,9.5,46.4,51.6,3.0,5.0,1693019100.0,India,Chandauli,Uttar Pradesh,25.27,83.27,Asia/Kolkata,2023-10-02 03:15:00
2023-08-26 03:10:00,,,,,,,,,,,,,,1693019400.0,24.0,75.2,6.0,9.7,287.0,WNW,1004.0,29.65,0.0,0.0,91.0,42.0,26.4,79.5,10.0,6.0,1.0,11.1,17.9,1693019400.0,680.9,0.3,20.2,56.7,31.0,34.6,2.0,3.0,1693019400.0,India,Durg,Chhattisgarh,21.18,81.28,Asia/Kolkata,2023-10-03 03:30:00
2023-08-26 03:15:00,,,,,,,,,,,,,,1693019700.0,21.1,70.0,5.8,9.4,275.0,W,1009.0,29.79,0.0,0.0,57.0,0.0,21.1,70.0,10.0,6.0,1.0,12.2,19.7,1693019700.0,514.0,25.8,9.0,1.9,110.5,132.8,4.0,10.0,1693019700.0,India,Raisen,Madhya Pradesh,23.33,77.8,Asia/Kolkata,2023-10-04 03:00:00
2023-08-26 03:20:00,,,,,,,,,,,,,,1693020000.0,20.0,68.0,3.6,5.8,60.0,ENE,1007.0,29.74,0.0,0.0,57.0,0.0,20.0,68.0,10.0,6.0,1.0,7.5,12.1,1693020000.0,714.3,9.0,26.1,1.6,43.0,58.8,3.0,5.0,1693020000.0,India,Gurdaspur,Punjab,32.03,75.52,Asia/Kolkata,2023-10-04 03:15:00
2023-08-26 03:25:00,,,,,,,,,,,,,,1693020300.0,13.6,56.5,8.3,13.3,55.0,NE,1013.0,29.9,0.0,0.0,54.0,3.0,12.5,54.5,10.0,6.0,1.0,17.4,28.0,1693020300.0,357.2,34.0,13.0,1.4,26.3,34.5,2.0,3.0,1693020300.0,India,Chamba,Himachal Pradesh,32.57,76.13,Asia/Kolkata,2023-10-05 03:00:00
2023-08-26 03:30:00,,,,,,,,,,,,,,1693020600.0,21.0,69.7,2.7,4.3,313.0,NW,1011.0,29.86,0.0,0.0,83.0,26.0,21.0,69.7,10.0,6.0,1.0,5.3,8.5,1693020600.0,230.3,35.8,2.5,0.5,11.2,20.4,1.0,1.0,1693020600.0,India,Satara,Maharashtra,17.68,73.98,Asia/Kolkata,2023-10-05 03:00:00
2023-08-26 03:35:00,,,,,,,,,,,,,,1693020900.0,24.2,75.6,2.5,4.0,277.0,W,1007.0,29.74,0.0,0.0,71.0,38.0,25.9,78.5,10.0,6.0,1.0,5.2,8.3,1693020900.0,567.4,13.4,11.0,1.6,24.7,34.7,2.0,3.0,1693020900.0,India,Chittoor,Andhra Pradesh,13.2,79.12,Asia/Kolkata,2023-10-06 03:00:00
2023-08-26 03:40:00,,,,,,,,,,,,,,1693021200.0,21.9,71.4,6.0,9.7,261.0,W,1008.0,29.77,0.0,0.0,55.0,0.0,21.9,71.4,10.0,6.0,1.0,12.7,20.4,1693021200.0,195.3,98.7,0.9,0.6,18.6,42.0,2.0,2.0,1693021200.0,India,Rajsamand,Rajasthan,25.07,73.88,Asia/Kolkata,2023-10-06 03:00:00
2023-08-26 03:45:00,,,,,,,,,,,,,,1693021500.0,24.5,76.0,4.9,7.9,91.0,E,1006.0,29.69,0.0,0.0,91.0,31.0,27.0,80.6,10.0,6.0,1.0,8.2,13.2,1693021500.0,1174.9,23.3,17.7,10.0,104.7,124.6,4.0,10.0,1693021500.0,India,Lakhisarai,Bihar,25.18,86.08,Asia/Kolkata,2023-10-07 02:30:00
2023-08-26 03:50:00,,,,,,,,,,,,,,1693021800.0,25.9,78.7,2.2,3.6,166.0,SSE,1005.0,29.68,0.0,0.0,83.0,35.0,28.7,83.7,10.0,6.0,1.0,3.2,5.1,1693021800.0,1588.8,0.1,11.8,2.6,206.1,247.4,5.0,10.0,1693021800.0,India,Ballia,Bihar,25.75,84.17,Asia/Kolkata,2023-10-07 02:45:00
2023-08-26 03:55:00,,,,,,,,,,,,,,1693022100.0,21.8,71.2,2.2,3.6,175.0,S,1009.0,29.79,0.15,0.01,99.0,74.0,21.8,71.2,10.0,6.0,1.0,3.1,5.0,1693022100.0,208.6,0.9,1.5,0.1,11.8,13.7,1.0,1.0,1693022100.0,India,Aizawl,Mizoram,23.72,92.72,Asia/Kolkata,2023-10-08 02:45:00
2023-08-26 04:00:00,,,,,,,,,,,,,,1693022400.0,22.6,72.7,4.7,7.6,301.0,WNW,1009.0,29.8,0.0,0.0,78.0,32.0,24.8,76.7,10.0,6.0,1.0,9.9,15.9,1693022400.0,433.9,28.6,4.5,1.4,79.9,103.0,4.0,10.0,1693022400.0,India,Jagtial,Andhra Pradesh,18.8,78.93,Asia/Kolkata,2023-10-08 02:45:00
2023-08-26 04:05:00,,,,,,,,,,,,,,1693022700.0,25.1,77.2,3.4,5.4,19.0,NNE,1011.0,29.84,0.07,0.0,90.0,63.0,28.0,82.3,10.0,6.0,1.0,5.2,8.3,1693022700.0,380.5,30.4,8.0,2.2,17.6,22.5,2.0,2.0,1693022700.0,India,Kannur,Kerala,11.87,75.37,Asia/Kolkata,2023-10-09 02:30:00
2023-08-26 04:10:00,,,,,,,,,,,,,,1693023000.0,21.0,69.8,2.2,3.6,10.0,N,1014.0,29.94,0.0,0.0,83.0,0.0,21.0,69.8,5.0,3.0,1.0,12.7,20.4,1693023000.0,447.3,52.9,7.8,2.4,56.4,72.3,3.0,7.0,1693023000.0,India,Dewas,Madhya Pradesh,22.97,76.07,Asia/Kolkata,2023-10-10 02:45:00
2023-08-26 04:15:00,,,,,,,,,,,,,,1693023300.0,21.2,70.2,3.1,5.0,259.0,W,1013.0,29.9,0.24,0.01,85.0,87.0,21.2,70.2,9.0,5.0,1.0,6.1,9.9,1693023300.0,440.6,3.3,7.2,0.7,19.0,21.2,2.0,2.0,1693023300.0,India,Chikmagalur,Karnataka,13.32,75.78,Asia/Kolkata,2023-10-10 02:45:00
2023-08-26 04:20:00,,,,,,,,,,,,,,1693023600.0,11.2,52.2,7.6,12.2,60.0,ENE,1017.0,30.04,0.0,0.0,50.0,2.0,9.8,49.6,10.0,6.0,1.0,16.0,25.7,1693023600.0,360.5,62.9,3.0,1.2,24.6,32.4,2.0,3.0,1693023600.0,India,Kupwara,Jammu and Kashmir,34.03,74.26,Asia/Karachi,2023-10-11 02:15:00
2023-08-26 04:25:00,,,,,,,,,,,,,,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 09:30:00,,,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:05:00,254.0,194.82765101317972,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:10:00,254.0,196.6707141652411,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:15:00,254.0,197.41667710767896,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:20:00,254.0,194.2989952533552,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:25:00,254.0,197.56221718911883,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:30:00,254.0,196.58708406621207,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 16:35:00,254.0,196.0579098223036,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:00:00,254.0,196.0579098223036,,,,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:05:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:10:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:15:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:20:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:25:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:30:00,254.0,196.0579098223036,23.0,0.3287331423320425,0.3132995251304298,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:35:00,254.0,196.0579098223036,0.0,0.6128261611816417,0.869727343877422,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:40:00,254.0,196.0579098223036,0.0,0.6128261611816417,0.869727343877422,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
2025-09-13 17:45:00,254.0,196.0579098223036,0.0,0.6128261611816417,0.869727343877422,32.0,21.0,1007.0,5.0,,320.0,1309.0,0.0,1693023900.0,27.0,80.6,2.5,4.0,310.0,NW,1009.0,29.8,0.0,0.0,84.0,50.0,30.0,85.9,2.5,1.0,1.0,6.6,10.6,1693023900.0,867.8,31.8,10.3,3.5,175.7,207.7,5.0,10.0,1693023900.0,India,Jagatsinghapur,Orissa,20.27,86.17,Asia/Kolkata,2023-10-11 02:45:00
